file,label
305879860867209537951966405217020312128.png,Common wheat
306038077356851448863259538347164838114.png,Loose Silky-bent
30846890120582397950082072328896402690.png,Small-flowered Cranesbill
308768974486201426493204194488857859960.png,Scentless Mayweed
30ad31220.png,cat
310516026735076971327010957131643477302.png,Small-flowered Cranesbill
311571958228423005463719291182794896287.png,cow
313231939987799596951903524823531770007.png,cat
313373334876967799755257414321148943035.png,cat
314975112001815520539544433871319897870.png,Small-flowered Cranesbill
3185294c8.png,cat
31f3dd81f.png,cat
31fcdc161.png,cat
323408344544652499497775096969478523194.png,Black-grass
323962859341397187559733874890643216236.png,Scentless Mayweed
324338038775833126048298558622079712516.png,Shepherds Purse
325943156157125577042328598477643459225.png,Black-grass
327234189712878220381244383128070883371.png,Common wheat
327899408026058550571264798310392256142.png,Loose Silky-bent
3281183f9.png,cat
329665165222156222666556764282954555838.png,cow
32a8c8a1d.png,Small-flowered Cranesbill
32b42c120.png,Small-flowered Cranesbill
32c86784b.png,cat
33317fc2a.png,Common wheat
333263032901858711224355406604764742660.png,horse
33448fe39.png,Common Chickweed
334776080465612835836895017467604431949.png,Common wheat
335273078026111927237395298180343749182.png,Fat Hen
336557156944137706503115774917439449533.png,Common wheat
33748968f.png,cat
337621120724960212018107073797143581345.png,Black-grass
338067903126998569237742935116002452917.png,Cleavers
338c7e907.png,cat
34dd57ca9.png,Common wheat
35127407563079918440916079424532296443.png,Common wheat
3526b05cc.png,Black-grass
35a90f8d0.png,cow
35cf9fa01.png,Sugar beet
35ebe165c.png,Small-flowered Cranesbill
36211170707286219341195983444241060422.png,Black-grass
36839d5e9.png,Small-flowered Cranesbill
36d62bf36.png,dog
36ed4f215.png,cat
37142287413060832387989434210431520690.png,horse
37297a64c.png,Black-grass
37714071b.png,cat
377283a21.png,Common wheat
37c3108d6.png,Fat Hen
37e545a60.png,Fat Hen
3827436f3.png,Small-flowered Cranesbill
38c054379.png,Cleavers
39020541516125191390856189913208363630.png,Scentless Mayweed
39141507718372352680002658194996793768.png,Black-grass
391dcd7fd.png,Black-grass
39453312692293265931452091481804719003.png,Scentless Mayweed
39858776a.png,horse
39b740f7e.png,Small-flowered Cranesbill
39c8fde99.png,Sugar beet
39d569be4.png,cat
3a909ead8.png,cat
3abb502fb.png,Scentless Mayweed
3b73c3b61.png,Common wheat
3bbef3ecb.png,cat
3d38a87bc.png,Common wheat
3d65168c2.png,cow
3d67c434b.png,Common wheat
3da774107.png,Cleavers
3dd52bd2a.png,Scentless Mayweed
3e9f41817.png,Small-flowered Cranesbill
3ebbe9ca4.png,Common wheat
3eda9cbb6.png,cat
3edf5e9ef.png,Common wheat
3eebd36c6.png,Common wheat
3efa1f66c.png,Common wheat
3f64c2c1b.png,Scentless Mayweed
3f826b318.png,cat
3f92d8039.png,Black-grass
3fbd0fc6a.png,Common wheat
3fbf1a417.png,Cleavers
4049a6ea6.png,Sugar beet
406162ef9.png,dog
406ecb5c5.png,cow
410e6f702.png,Common Chickweed
41e07778c.png,Small-flowered Cranesbill
41f1c3cdb.png,Cleavers
4280164400535057109286884511271219794.png,Scentless Mayweed
4287d810c.png,Small-flowered Cranesbill
429211ee6.png,cat
42e7ed442.png,cat
43093308851330361115509807808566775544.png,Shepherds Purse
43531701325899816531266862885776649975.png,Small-flowered Cranesbill
4392d93cf.png,Scentless Mayweed
43ede9de9.png,Maize
444473900.png,cow
446f7da01.png,dog
44e8b8833.png,Cleavers
456d507c0.png,Cleavers
466bb6d3b.png,dog
46c14fde2.png,dog
47658595428324394789821309099589089323.png,Scentless Mayweed
47b7d8e17.png,horse
47f9e5d91.png,Small-flowered Cranesbill
48231e475.png,Fat Hen
4823c3ffa.png,cow
486e59179.png,Scentless Mayweed
48d97c645.png,cat
48ef6a2ff.png,horse
490c4f9c8.png,Small-flowered Cranesbill
4a337a4a9.png,Common wheat
4ac29bbf0.png,Small-flowered Cranesbill
4b032563b.png,Small-flowered Cranesbill
4b155fb07.png,Common Chickweed
4bbf1f6ea.png,Sugar beet
4bbfd1e05.png,cat
4bcdaa5e2.png,Black-grass
4c5ab9b68.png,Scentless Mayweed
4c7838de4.png,Cleavers
4c8005bbc.png,dog
4e1190d78.png,Sugar beet
4e18ab737.png,dog
4e69d100a.png,Common wheat
4e9d3765f.png,Common wheat
4ea7493d5.png,Common wheat
4f44ca525.png,Cleavers
4f83143e1.png,cat
502dff972.png,Fat Hen
506347cfe.png,dog
50de8a115.png,Scentless Mayweed
521b27a17.png,Small-flowered Cranesbill
52319067382024617228519468580881978006.png,horse
523e5505c.png,Black-grass
52509726095920577976850197126416349547.png,dog
52961071606578367284788477208693528083.png,horse
5296835a0.png,cat
52a87abe5.png,Small-flowered Cranesbill
52dc7a4d6.png,Common wheat
5315c2dca.png,cow
534e74d83.png,cow
539961189.png,Common wheat
53ceb4657.png,Scentless Mayweed
53e6e9000.png,Scentless Mayweed
54b3afd58.png,dog
54c8bb900.png,Common Chickweed
550a8b7e6.png,cat
55251925f.png,cow
558aa7deb.png,cat
55920f07f.png,cat
55a852f40.png,Common wheat
55fed435f.png,Fat Hen
56112b92c.png,Scentless Mayweed
56917300092257762426239503887041395840.png,Black-grass
56a01b835.png,Common wheat
57763307770861539621564823814776214127.png,Charlock
5779fe8b4.png,cat
578085607549996704754764695939539694.png,Sugar beet
5800821529197395684376383811505648904.png,Small-flowered Cranesbill
5817b766d.png,dog
5883b423d.png,Common wheat
589e643b8.png,cat
590f5aea6.png,cow
592473c83.png,cat
592cc5b89.png,Small-flowered Cranesbill
59358cd44.png,Small-flowered Cranesbill
593896f83.png,Sugar beet
599691cd9.png,cat
599c82eea.png,Scentless Mayweed
59b2c6f2b.png,Common wheat
59c6a9f95.png,dog
59e1cea8d.png,Cleavers
59f62ad1d.png,Small-flowered Cranesbill
5a38ac566.png,Scentless Mayweed
5a6bf96f6.png,Common wheat
5af1d74ee.png,horse
5b3000b9a.png,Small-flowered Cranesbill
5b3beec58.png,Cleavers
5b63dcc21.png,Small-flowered Cranesbill
5bbc0a255.png,Small-flowered Cranesbill
5bc6595f6.png,Black-grass
5bd71f445.png,Scentless Mayweed
5bdcfa329.png,Small-flowered Cranesbill
5c3cd7ea2.png,cat
5ca0205f9.png,Common wheat
5ca2687a4.png,Cleavers
5dcad9a53.png,Small-flowered Cranesbill
5e6a237f2.png,Common wheat
5eb9c26a6.png,dog
5ee9d0a5b.png,cat
5f04aed97.png,Common wheat
6049234e6.png,cow
604dd663f.png,Small-flowered Cranesbill
606647f64.png,dog
60685184629783975228902220329011389722.png,Black-grass
60ee66ddd.png,dog
60f0bc617.png,cow
60fea2ef6.png,Black-grass
615d2b0a9.png,Fat Hen
618de3d7a.png,Small-flowered Cranesbill
61b044411.png,Sugar beet
61dd2cdc5.png,Small-flowered Cranesbill
62950154961377561969019821661100027286.png,Black-grass
63032002817935748760364485428883829421.png,Loose Silky-bent
632156793.png,Common Chickweed
63c07d340.png,cat
647689543.png,cat
64fe8beb9.png,dog
653193c1a.png,Scentless Mayweed
65489944f.png,Common wheat
659412b1a.png,cat
65d08b894.png,cat
65e262a6d.png,Common Chickweed
65e97117e.png,cat
664194d19.png,cat
6680836dd.png,Cleavers
668c1007c.png,Sugar beet
66ab0e8d0.png,Cleavers
67499015394759352748226861668773730947.png,Small-flowered Cranesbill
675ec1b0b.png,Common wheat
67ce3eaa6.png,Common wheat
67e185673.png,Common wheat
6802506029821315220865816476049833091.png,Sugar beet
686dc7ec8.png,cat
6908fb540.png,Sugar beet
69344847646008003226000890002787943907.png,Maize
6982a9d30.png,Common wheat
699d3c707.png,cow
69d1669f8.png,horse
6a41bf95b.png,Small-flowered Cranesbill
6a47821f9.png,Sugar beet
6b721f68e.png,Fat Hen
6b9d6f8c9.png,Scentless Mayweed
6ba4ef411.png,Fat Hen
6bce55e05.png,Black-grass
6be169e41.png,Common wheat
6c874918c.png,cat
6d6eb3830.png,Common wheat
6da892be6.png,Small-flowered Cranesbill
6db684fff.png,horse
6dd095129.png,Common wheat
6df8e31ea.png,cow
6edb96d45.png,dog
6edc76e7c.png,cat
711b46fba.png,Small-flowered Cranesbill
71334c634.png,Small-flowered Cranesbill
71b232519.png,Common wheat
71e73a8a0.png,dog
71f5323c5.png,Fat Hen
721b2c47a.png,Sugar beet
721be0a4a.png,cat
72555447363456976865511676921847571677.png,Small-flowered Cranesbill
728eabae1.png,dog
73260a4ee.png,cat
74068643d.png,cat
74d810f87.png,Scentless Mayweed
74fd477eb.png,dog
7506c0c02.png,Common wheat
752101fdf.png,cat
75292165844306098058798030144890044057.png,Scentless Mayweed
754b1adf8.png,Common wheat
756dd5070.png,cat
75cb95e91.png,Common wheat
7615e52d3.png,cat
76555b064.png,Small-flowered Cranesbill
7691014a1.png,Cleavers
7696badea.png,Common wheat
76dbd1054.png,Small-flowered Cranesbill
770a265f5.png,cat
77360151594581870619931401915376057672.png,Common Chickweed
77641762340000575402719745289950213964.png,horse
77ccb8b2a.png,cat
780bd2a2c.png,Scentless Mayweed
780defa2e.png,dog
785a73ab8.png,cow
78750e0ff.png,Common wheat
78b1bf91a.png,Common wheat
78c5fba1d.png,Scentless Mayweed
79920487282616616957785964286422285560.png,Common wheat
79d93bc96.png,dog
79dafec17.png,cow
79e5ea8fa.png,Small-flowered Cranesbill
79fba50db.png,Small-flowered Cranesbill
7a38416be.png,Small-flowered Cranesbill
7b21ba6ba.png,Scentless Mayweed
7b52585da.png,cat
7beb2766f.png,dog
7c85b0265.png,cat
7cabd68cc.png,Small-flowered Cranesbill
7d22abf91.png,Small-flowered Cranesbill
7d3045fc3.png,Common wheat
7d4cd07ad.png,cat
7e9cf1c46.png,Small-flowered Cranesbill
7f31c7f42.png,Sugar beet
7f46a71db.png,Common wheat
7f9e9565d.png,Cleavers
7fdb7202d.png,Common wheat
800a8c17e.png,Small-flowered Cranesbill
808578ed5.png,Black-grass
808cf55c6.png,dog
809eb0b82.png,cat
80e299ae9.png,Common Chickweed
8104422bb.png,Sugar beet
8170d33c1.png,Fat Hen
81820588195773871709617053255895796936.png,Scentless Mayweed
824f5d4e5.png,Cleavers
827279bad.png,Sugar beet
82878454518725124540355488923463334419.png,Common wheat
82b5f4d33.png,Small-flowered Cranesbill
8301b0547.png,Common Chickweed
8303b27ed.png,cat
8311740de.png,cat
835dc5447.png,Small-flowered Cranesbill
837ac0270.png,cat
8455169fe.png,Black-grass
851c90831.png,Common Chickweed
85431c075.png,dog
855955aaf.png,cat
856f2910a.png,Scentless Mayweed
8585f9718.png,Small-flowered Cranesbill
862b8e7a0.png,Small-flowered Cranesbill
86676d627.png,Common Chickweed
866be78b0.png,Scentless Mayweed
86c309150.png,cow
86f08e6d1.png,Cleavers
87608f7aa.png,Common wheat
87f627bf9.png,cat
88043886972843562702142934560096402483.png,Fat Hen
8874bba69.png,Small-flowered Cranesbill
88ac6df54.png,cat
88d8a4508.png,Scentless Mayweed
8916793ce.png,Common wheat
892e9d6c6.png,Scentless Mayweed
897e5a8de.png,Common Chickweed
8a30b2de3.png,Cleavers
8a32d0bfa.png,Black-grass
8a4d3a1b1.png,horse
8a8d6c712.png,Common wheat
8ab8a958b.png,Small-flowered Cranesbill
8b043093d.png,Scentless Mayweed
8b27bfd2b.png,cow
8b9144917.png,Common wheat
8bc0261c9.png,cat
8c98a6e9b.png,Sugar beet
8c9953903.png,Small-flowered Cranesbill
8ca6140ca.png,Small-flowered Cranesbill
8cf2e3e6c.png,Common wheat
8cf909eb3.png,Fat Hen
8cfd98117.png,Small-flowered Cranesbill
8d6991365.png,cat
8d6acbe9b.png,Common wheat
8db450ce3.png,cat
8dbb8e1b9.png,Black-grass
8e29abce1.png,Small-flowered Cranesbill
8e2e5604e.png,cat
8e3ed0a25.png,Sugar beet
8e4eaeec0.png,Common wheat
8e6ec1ca6.png,Common wheat
8ece6efec.png,cat
8f523520c.png,horse
8faadb6a8.png,Small-flowered Cranesbill
90792613204647310434032512253572752883.png,Common wheat
90b595f12.png,Common wheat
90d119d25.png,cat
91924591497228461027528170526356690192.png,Fat Hen
91e469b4a.png,dog
92292055d.png,Sugar beet
93079d970.png,cat
9326bda1b.png,Black-grass
93d76fd5d.png,Common wheat
948cdb277.png,Sugar beet
9516e56c4.png,horse
953496deb.png,Scentless Mayweed
958bb9e96.png,cat
963544aa0.png,Scentless Mayweed
9643fc5f4.png,dog
966ae5ad9.png,cat
969a851be.png,cat
96ecad7a1.png,Cleavers
96f14d90c.png,dog
974959ec1.png,Common wheat
976e4e079.png,Common wheat
97844bfd5.png,cat
97b2f0a10.png,Fat Hen
98062cd87.png,Common wheat
98579764887662716283988121658046843319.png,Common Chickweed
98d819587.png,Fat Hen
98da6ef4e.png,Small-flowered Cranesbill
99036c51d.png,Common wheat
99290367983953612964997061525471858911.png,cat
99569b224.png,cat
995c7ab1e.png,Sugar beet
9a3f20121.png,cat
9aa5587fe.png,Common wheat
9b4800b42.png,Common wheat
9b9911f20.png,cat
9baf94467.png,Small-flowered Cranesbill
9c0c5b731.png,Scentless Mayweed
9c32a797e.png,cat
9c777333d.png,horse
9c8b08a24.png,Small-flowered Cranesbill
9cce7328c.png,Small-flowered Cranesbill
9d3cb4745.png,dog
9d79a1f0c.png,Cleavers
9df3275da.png,cat
9fab816f2.png,cat
a006a475c.png,Scentless Mayweed
a060c1cf8.png,Cleavers
a0b393945.png,Common wheat
a0f37c726.png,Common wheat
a169b71e7.png,dog
a19c3faca.png,Sugar beet
a1da8be3c.png,Small-flowered Cranesbill
a1e0a6c02.png,Fat Hen
a254d71f6.png,dog
a276c65f7.png,Sugar beet
a2b703e21.png,Common wheat
a2c89c367.png,Common wheat
a2d25b4f3.png,dog
a35fd6fbb.png,Sugar beet
a38b8a581.png,dog
a3b375b34.png,Common wheat
a3d0031fd.png,Small-flowered Cranesbill
a4b61a4ea.png,Common wheat
a544fc46d.png,Small-flowered Cranesbill
a55d26a4c.png,cow
a5db42f7d.png,Small-flowered Cranesbill
a74bf916d.png,Cleavers
a74d475c2.png,Fat Hen
a7bd7cadb.png,Scentless Mayweed
a800caead.png,Cleavers
a83820a2c.png,dog
a8388a37f.png,Scentless Mayweed
a85b48a95.png,Small-flowered Cranesbill
a85fc8c9a.png,dog
a890ac088.png,cat
a8b431a3e.png,cat
a8c8a1db0.png,Sugar beet
a8da9c08d.png,Common Chickweed
a8de7c1b7.png,Black-grass
a935ca110.png,dog
a93f940d6.png,cat
a9d2eab61.png,Fat Hen
aa7d098d1.png,Cleavers
aad8375e0.png,Common wheat
aaf4da98f.png,cow
ab0f67743.png,dog
ab35453cb.png,cow
abc331628.png,cow
abf8b0772.png,Cleavers
ac3193f78.png,dog
ac75d3326.png,Common Chickweed
acdb75e00.png,Small-flowered Cranesbill
ace8761dd.png,Small-flowered Cranesbill
ad12382d4.png,Small-flowered Cranesbill
adb7a032c.png,Common wheat
ae90f2827.png,cow
aecfaed64.png,Common wheat
aee6fa3df.png,Common wheat
af45e222a.png,cat
afa446484.png,dog
afcf6abd5.png,cat
b026bf8ca.png,Small-flowered Cranesbill
b03397525.png,dog
b0acaff4a.png,cow
b130a0632.png,Sugar beet
b145ba9d4.png,Common Chickweed
b1cd2a91e.png,dog
b215531dd.png,Small-flowered Cranesbill
b2706e2b3.png,Scentless Mayweed
b29339405.png,Small-flowered Cranesbill
b30ab4659.png,cow
b31292706.png,cat
b341d0aab.png,Small-flowered Cranesbill
b39c71707.png,Sugar beet
b3d6fdb80.png,Cleavers
b3e08b037.png,Scentless Mayweed
b47691c08.png,dog
b4c3df835.png,cat
b4f7c9214.png,Fat Hen
b573b7a56.png,Cleavers
b5c7fd009.png,Cleavers
b62dca166.png,Fat Hen
b687160f5.png,Sugar beet
b6a3f7876.png,Scentless Mayweed
b6f3d8b5d.png,Small-flowered Cranesbill
b7192c70f.png,cat
b7a7f6390.png,cat
b7ad92859.png,Scentless Mayweed
b828443ff.png,Scentless Mayweed
b9062c1c8.png,cow
b944a49ca.png,cat
b98327bf4.png,cat
ba3ce6b3e.png,Scentless Mayweed
bb1c84bbc.png,horse
bb1d1bfd3.png,Common wheat
bb20fce02.png,Fat Hen
bb64660b7.png,cat
bb7621cb3.png,dog
bd72d4d8a.png,Sugar beet
bd789d151.png,Cleavers
bdde957ec.png,Scentless Mayweed
be2499cf4.png,Scentless Mayweed
be341dbdc.png,dog
bea23d9f8.png,cat
bebcaab66.png,cat
beebe5f4e.png,Small-flowered Cranesbill
bf3924a57.png,Black-grass
bf66b9cd2.png,Small-flowered Cranesbill
bfab3e3d0.png,Common wheat
bffc08672.png,Scentless Mayweed
c0461776c.png,Scentless Mayweed
c069fc3fa.png,Scentless Mayweed
c06e7c748.png,Cleavers
c0bc3997b.png,Common Chickweed
c0d9e170b.png,dog
c0f5d9ac8.png,Common wheat
c10ccbd82.png,Small-flowered Cranesbill
c10db7ae2.png,Common wheat
c1ecff98b.png,Common wheat
c26ccf73c.png,Common Chickweed
c2de6020a.png,Common wheat
c35efa095.png,Cleavers
c4ed8ed38.png,Scentless Mayweed
c50335991.png,Small-flowered Cranesbill
c5078bac5.png,Scentless Mayweed
c5e419015.png,Common wheat
c5e88cd42.png,Common wheat
c60e91e07.png,cow
c63da993b.png,Cleavers
c64370a72.png,horse
c6b76307d.png,Sugar beet
c6c8d4ba0.png,Small-flowered Cranesbill
c7051c902.png,cat
c74c5b7fc.png,Common wheat
c75a82234.png,dog
c7ae30f3a.png,cat
c7b07431e.png,Scentless Mayweed
c7eb96871.png,Scentless Mayweed
c832e4302.png,Small-flowered Cranesbill
c85ef220d.png,Common wheat
c88ebfb47.png,Cleavers
c8f50f0c3.png,cat
caa2fbd79.png,Common wheat
cadab6616.png,Sugar beet
cae684f8f.png,Small-flowered Cranesbill
cb496f36e.png,horse
cb76a7766.png,Common wheat
cbba27d89.png,Scentless Mayweed
cbe761896.png,Common wheat
cc3d2a59a.png,dog
cc74feadc.png,dog
cd5f0db1c.png,dog
cd6adba97.png,Common wheat
ce15eee52.png,Common wheat
ce3d280eb.png,cat
ce42adffb.png,Common wheat
cec5bf198.png,Common wheat
cf3a8b2fd.png,dog
cf46d09c5.png,Common wheat
cf90fc52d.png,Fat Hen
cfb18d262.png,cat
