id,GLOBAL_SCORE
EK202310223068,142.12642942692747
EK202310158743,117.79414535812948
EK202310142353,141.20732172841096
EK202310154024,157.20040633696314
EK202310136326,131.96845418989852
EK202320006526,152.6688848623179
EK202310240160,125.43128721001094
EK202310230270,136.52161893660667
EK202310209591,136.947965526968
EK202310201937,145.75687393797466
EK202310138686,142.9463311147903
EK202310125946,144.249306502217
EK202310112949,134.4775842319218
EK202310128660,149.1639217023931
EK202310223565,143.03074958977783
EK202310155372,148.7228955794
EK202310229467,136.59683771145828
EK202310232289,139.4879635793088
EK202310142439,156.3098857803294
EK202310128595,132.6963626744363
EK202310228661,125.99737684034528
EK202310220811,135.10500147978493
EK202310104677,148.867232219913
EK202310108708,138.22491499841752
EK202310235044,147.33807385810115
EK202310141363,142.97470313025065
EK202310174855,148.8785321247135
EK202310154755,144.2418786009139
EK202310157326,137.54629654551727
EK202310228659,140.84812170751047
EK202310215026,157.16783459853588
EK202310177129,145.09369055070349
EK202310178830,157.66295468595698
EK202310222959,121.36029539860583
EK202320007347,131.23510426002835
EK202310153807,157.93165243584664
EK202310165563,155.55478553373786
EK202310240070,110.10213981881142
EK202310171642,138.8773879017101
EK202310221419,136.11374153554783
EK202310210258,138.66769330044218
EK202310108225,147.29203768409477
EK202310156515,135.25130438135935
EK202320006021,164.38552887518745
EK202310214746,144.73704666890265
EK202310166648,155.23427010677548
EK202310243041,150.29784437163056
EK202310227731,119.60090289247015
EK202310118513,132.2816176816029
EK202310240129,148.93934693551375
EK202310140813,140.48379141039214
EK202310181628,149.22594753793427
EK202310126085,128.81156033701853
EK202310246101,144.40176126525844
EK202310113312,142.5179107709909
EK202310217968,133.7447558455915
EK202310213114,123.71996286189494
EK202310219800,140.84059373632476
EK202310184495,149.3715063691381
EK202310119316,124.13248943259931
EK202310180007,139.1309073697544
EK202310199156,133.86555678895843
EK202310177234,142.0139805973837
EK202310226743,139.42606940291034
EK202310189141,141.18828846444256
EK202320006005,185.25530688905224
EK202310227823,143.05049527801555
EK202310174022,158.4742326538493
EK202310134374,134.02738225861378
EK202310200180,132.88695750604688
EK202310161433,147.12816699470392
EK202310121700,131.42783028055413
EK202310237451,136.1605955740154
EK202310192827,157.31962561781216
EK202310160428,154.4233647365175
EK202310205223,134.81459440497073
EK202310111659,166.7855162674
EK202310218773,150.91117477990463
EK202310161247,124.39383605830287
EK202310109618,141.05661438642056
EK202310155619,137.99365598736063
EK202310135096,157.47575638627734
EK202310188704,151.82083332095323
EK202310198311,177.06464148907264
EK202310138345,133.08301024715985
EK202310187653,128.36533806793565
EK202310223676,157.42615069925662
EK202310165688,134.76649074044286
EK202310104779,145.7810955449692
EK202320007241,157.04205142276479
EK202310247012,134.46167460094276
EK202310115649,135.31764188183823
EK202310158687,148.90544558106336
EK202310139898,151.1961244301315
EK202310183012,144.72414396277696
EK202310189323,181.7204725514307
EK202310236084,139.04492085188988
EK202310187745,160.55219394243852
EK202310213754,144.63538502571598
EK202310207691,121.5296373180104
EK202310213360,138.83960496824295
EK202310134511,136.5921091950778
EK202310162421,144.5778132365808
EK202310137854,142.04527888528213
EK202310150901,152.10188640652046
EK202310114810,125.32435822804047
EK202310110564,145.75747768559066
EK202310188498,113.29809779031362
EK202310122137,145.48661599133297
EK202310234827,145.6210540775478
EK202310123845,157.29142567666742
EK202310117679,158.51169737624102
EK202310226733,146.51821454952452
EK202310146806,147.54655975123805
EK202310186532,140.89444608248385
EK202310198523,120.82520126351106
EK202310169242,140.42220767620904
EK202310189605,148.49899696739882
EK202310177460,151.0733750780374
EK202310156053,147.82712744755847
EK202310138997,147.16439939945795
EK202310231114,148.25123826873514
EK202310147763,140.72869097909404
EK202310119709,141.32539728852367
EK202310121129,159.4245995268331
EK202310137901,153.77092047816453
EK202310144077,137.1368480422295
EK202310110337,121.37529458717209
EK202310184408,135.44751449769595
EK202310215841,111.28980810178064
EK202310157214,161.5519616403584
EK202310193140,140.30107721057448
EK202310216105,135.505153086418
EK202310246420,127.19184000461534
EK202310118424,133.54967151957305
EK202310144290,156.42543503707782
EK202310236171,146.93091963223046
EK202310161913,138.62770305731627
EK202310116195,146.61909956312402
EK202310140252,136.57569813859794
EK202310238025,150.8199656436981
EK202310146861,136.5994063368345
EK202310125756,131.98250612985544
EK202310211082,143.1932805135842
EK202310202590,135.48991269726446
EK202310212292,138.86062444148473
EK202310151188,150.28367446939927
EK202310186431,168.65080041852343
EK202310197054,143.70269406813185
EK202310229535,133.7400058161706
EK202310237693,129.23412147121064
EK202310127899,139.56436425670566
EK202310125513,137.5847926102936
EK202310143417,149.69792066795932
EK202310114922,150.8923299134304
EK202310185011,141.18727891164406
EK202310157380,144.66184660465908
EK202310242841,124.7919190286755
EK202310128764,140.2818505272377
EK202310160302,122.19298255307991
EK202310132265,139.47310197604583
EK202310142152,133.4734482020323
EK202310184138,155.40364674947267
EK202310218922,160.88456076149225
EK202310105732,139.91326634752386
EK202310202421,133.27758314102286
EK202310204745,129.64222442743966
EK202310231651,130.23981263557832
EK202310206373,143.2867353473152
EK202310231327,147.4176168218897
EK202310129440,145.68427545998108
EK202310229405,138.31076551509773
EK202310233561,134.55334053312794
EK202310141433,145.6329974980277
EK202310164651,153.3927495215968
EK202310201935,137.85730368521735
EK202310184574,113.98218858802525
EK202310223915,150.08852548438702
EK202310200908,154.7544890872049
EK202310128941,145.57667100084615
EK202310186952,127.32116440213363
EK202310193974,159.97357766557218
EK202310169879,164.53675145021626
EK202310172093,140.28553175126174
EK202310184529,143.64812396868086
EK202310230089,140.99827567636527
EK202310181118,148.91253621891389
EK202310204225,140.37579629250598
EK202310112100,157.33825172077994
EK202310222373,162.08535797900706
EK202310182126,140.1540424312119
EK202310169072,145.69055300530798
EK202310203100,144.208891770337
EK202310228065,159.10844083510585
EK202310003374,132.3014761235638
EK202310231993,144.25321090385046
EK202310166999,137.35475077744405
EK202310113561,154.72203066882705
EK202310150384,157.50885611154558
EK202310204151,145.1951711420631
EK202310243179,152.6606269244035
EK202310229664,153.89473589166244
EK202310214850,133.96508307948412
EK202310203348,153.37292163338532
EK202310146725,145.3792121652153
EK202310134763,146.55717796244383
EK202310145729,160.64319945771553
EK202310246535,142.53852459225877
EK202310141577,111.79045185945495
EK202310216160,122.98093804360354
EK202310116782,125.9229948372624
EK202310211327,144.29958757086402
EK202310204090,144.79782133330485
EK202310175898,165.03625257548376
EK202310226259,143.2955958691201
EK202310151274,153.16209785261904
EK202310154215,152.45134982191138
EK202310174277,143.8481172484975
EK202320006496,152.84722359064358
EK202310141969,143.0783354772266
EK202320005622,136.93992763150806
EK202310157093,146.38849746011823
EK202310139909,128.16231041252072
EK202310209908,131.5111997681342
EK202310218730,139.14093982832574
EK202310229718,116.62645996827877
EK202310111615,144.6887741542541
EK202310138168,121.82726605455494
EK202310162118,148.3960764215075
EK202310164185,142.59203665540028
EK202310123341,148.37938194069952
EK202310154152,120.65068244253692
EK202310169662,138.78703303907554
EK202310195289,134.31174291249056
EK202310247758,156.79137117411014
EK202310223580,141.44709844195341
EK202310104690,146.42435073047406
EK202310234439,135.18446300389144
EK202310225052,173.75278920011908
EK202310139674,141.69127882072598
EK202310186662,135.4735296177082
EK202310198339,142.9549833731878
EK202310219978,138.57527578608816
EK202310205279,136.47616253667485
EK202310241147,141.76349490087122
EK202310225981,166.4680175505404
EK202310168112,163.83439373282755
EK202310226106,142.57676595850825
EK202310116095,134.01599302915062
EK202310114593,151.59932049906223
EK202310175636,116.05986241891205
EK202310117905,133.1964125694432
EK202310200614,157.08874090187695
EK202310137390,143.11241469443297
EK202310196458,153.29105959803388
EK202310212839,156.75475253237437
EK202310149449,163.56436424903418
EK202310172721,146.64828031806314
EK202310133382,130.01926702646702
EK202310171991,158.17916889453647
EK202310178147,150.68824863924718
EK202310210822,132.80510865728132
EK202310169958,148.09387678851039
EK202310216612,132.22393372906137
EK202310190351,136.198691807326
EK202310128333,135.65161910506993
EK202310156052,146.77661620105425
EK202310207300,135.50432487192592
EK202310148098,144.4994180201471
EK202310236834,148.36212843522705
EK202310206502,131.87278389632178
EK202310232490,137.03979023167818
EK202310115920,138.4450993381731
EK202310155557,140.29934838251023
EK202310118792,162.38544497314453
EK202310213449,137.49620244175335
EK202310157956,150.06846805325696
EK202310202461,145.31431075205805
EK202310210080,156.34492154400473
EK202310123713,156.30677579188367
EK202310138636,149.32946701092266
EK202310197194,137.52914427654576
EK202310136131,171.1509450452345
EK202310194280,146.24171491619217
EK202310144073,172.24489104245575
EK202310196767,160.60908677595512
EK202310152659,136.37387733538188
EK202310119318,132.86850632194555
EK202310175079,161.01708331826123
EK202310246973,139.70201035027867
EK202310177069,148.4771773966869
EK202310228915,136.59267278679238
EK202310237967,143.3814962578617
EK202310004766,149.01465557545114
EK202310197580,170.25288498793972
EK202310163370,151.87655128810715
EK202310126258,131.91952354639898
EK202320006245,148.09602348418323
EK202310214455,148.37660368894643
EK202310225077,171.52164153010517
EK202310121345,131.0625822170967
EK202310118753,128.61807366300636
EK202310209148,158.33702527406098
EK202310235651,127.86133905293595
EK202310195584,160.9740896486849
EK202310131541,138.7192069939996
EK202310167958,156.32602563597592
EK202310232848,120.37146523244573
EK202310112373,139.7373450704769
EK202310247588,158.63379973080268
EK202310124781,146.1829454402168
EK202310187345,151.74519006559348
EK202310117200,154.66175161896683
EK202310103838,125.70712109467046
EK202310123310,135.14443228167744
EK202310193567,147.8779424332685
EK202310176987,152.40588576357754
EK202310217483,122.25888407998934
EK202310219653,130.47841052672723
EK202310189258,144.82707236202006
EK202310213235,137.6271833274502
EK202310148485,143.26895176169475
EK202310243846,130.6524801242819
EK202310157685,155.511450626377
EK202310228217,173.96279814331083
EK202310167414,141.03535402180856
EK202310116553,142.57618049061392
EK202310154306,143.57095548653123
EK202310218246,143.83191217431366
EK202310214924,155.6700566655707
EK202310124301,140.45510838331816
EK202310132969,124.10004288507292
EK202310116665,143.67561742295823
EK202310126109,155.43311160789483
EK202310246626,138.86693753420678
EK202310165655,128.09605167504458
EK202310222900,139.94196374714542
EK202310183920,161.04452769128156
EK202310188655,142.1166573194833
EK202310140837,142.41062818824292
EK202310110105,119.28644176243205
EK202310166926,168.040659039075
EK202310222571,142.71649183327446
EK202310130862,154.14957222796556
EK202310159918,137.05191766673093
EK202310191732,167.3294434494183
EK202310154430,150.0670571641168
EK202310209379,137.00871746465572
EK202310242826,161.66442520728745
EK202310127621,149.04381179206686
EK202310144269,150.78596485947966
EK202310168554,165.59233018620392
EK202310225096,121.19304487594556
EK202310004191,137.44431886781962
EK202310198832,139.62062105460177
EK202310166122,167.3963551430679
EK202310197812,185.3740455858327
EK202310173577,124.67005523288091
EK202310107780,135.14047478234892
EK202310200080,148.76511706150959
EK202310244832,174.1223885727946
EK202310153701,165.33337977523905
EK202310248897,150.97047818345263
EK202310238758,140.51757032300637
EK202310180956,157.12185828813574
EK202310133597,156.34512265578056
EK202310165926,134.86183608084448
EK202310113563,159.57213249936078
EK202310219177,148.1333721920364
EK202310215546,155.58895064961214
EK202310239803,121.75215802837278
EK202310170081,110.61138346829989
EK202310206625,135.90951777249808
EK202310104069,126.19589502395472
EK202310186393,185.54698081380604
EK202310173267,152.21446561885975
EK202310110426,137.44331869055196
EK202310164765,144.09847672494868
EK202310158220,132.21084063846914
EK202310168816,142.92240445268698
EK202310204071,150.22448969552926
EK202310157259,136.6239223373485
EK202310156843,145.95400767251363
EK202310223529,147.92222702514331
EK202310149961,157.8726764125599
EK202310108241,127.98600390122388
EK202310168245,141.18726850626496
EK202310191021,142.33974317263983
EK202310165776,139.25605523534023
EK202310172874,127.54131469191829
EK202310163779,140.68434501962963
EK202310188731,162.90620090412253
EK202310105850,133.5659133330717
EK202310129025,159.20856793077687
EK202310122251,142.35400394478904
EK202310233739,144.5627565452141
EK202310145467,140.84590282756238
EK202310125541,125.8385501156796
EK202310128736,138.49868254576828
EK202310157339,166.24816578959812
EK202310204674,160.91697037049684
EK202310199931,136.75686994075505
EK202310159776,166.7426509365967
EK202310233618,148.48395697397024
EK202310209554,158.79167127292556
EK202310147590,141.0473885477617
EK202310233558,121.90445312302441
EK202310141475,150.25608588487992
EK202310192184,154.94279853563523
EK202310121465,132.73825528868454
EK202310144674,149.4140927845429
EK202310225145,148.70712088047526
EK202310211862,123.95205159082106
EK202310218476,127.61543478428875
EK202310227106,150.80797759624352
EK202310184475,133.40472498526867
EK202310132027,134.94971371050667
EK202310134826,141.9130327328095
EK202310182784,168.05080805166773
EK202310236142,128.93176000866535
EK202310215997,170.2999792094601
EK202310218885,166.35842268773706
EK202310189497,143.9989981865084
EK202310242392,129.76312221906687
EK202310139831,136.77603812911943
EK202310159899,118.9977782521618
EK202320007536,145.41762672452742
EK202310205864,148.67928351086135
EK202310205412,148.71296592870593
EK202310178623,151.79564036442432
EK202310144137,152.62545381921447
EK202310156851,163.1014989979269
EK202310200692,127.56003730077015
EK202310221442,148.12360942944898
EK202310225402,141.1790308208437
EK202310128314,148.6293682518719
EK202310135585,146.88384095000274
EK202310230304,185.67455262229433
EK202310106564,137.8954898983046
EK202310195276,131.92311690869002
EK202310168561,139.1676069114798
EK202310238035,153.555593162485
EK202310210412,134.69766004331862
EK202310193015,141.63379508936052
EK202310160429,151.8659281104989
EK202310203227,137.01633111302544
EK202310144260,128.75175213818892
EK202310231994,142.76544445514324
EK202310169556,140.13798975294677
EK202310112231,143.96307284143145
EK202310179305,126.61301718953132
EK202310111693,129.38420275617375
EK202310163778,145.95287226412475
EK202310197562,150.95381448031333
EK202310147780,151.2465390091773
EK202310165497,175.5584243737314
EK202310191527,134.5332299825732
EK202310106149,125.92091170866276
EK202310179787,129.146316732577
EK202310247018,155.10696025355094
EK202310177578,146.54541287500464
EK202310138872,171.87978010035692
EK202310204378,131.61283630372446
EK202310146296,144.66692697476324
EK202310110160,139.7810437881916
EK202310179095,164.67895107100765
EK202310220481,108.51437679591652
EK202310227227,156.69293783440918
EK202310234336,166.6857540896848
EK202310145809,133.71512188686646
EK202310209306,152.24565550878188
EK202310225649,135.64324778887288
EK202310226704,148.40602518959003
EK202310157072,150.4122685232434
EK202310121530,140.2397512199855
EK202310165600,139.61233237603125
EK202310197233,139.22276505045585
EK202310184332,136.7003736895629
EK202310143743,128.7103315855287
EK202310154640,139.94512091669944
EK202310158286,134.4373459402455
EK202310123880,139.5287121904485
EK202310182423,156.678535616566
EK202310124053,137.8430823084724
EK202310206144,131.17334081066784
EK202310140890,148.0219547556064
EK202310127015,126.95078032691433
EK202310134941,131.6810680054709
EK202310119304,135.6661266416029
EK202310212796,137.90536407375976
EK202310108377,130.49855929486455
EK202310174180,139.7871127615761
EK202310239157,150.93298103045805
EK202310216632,140.44030229038182
EK202310172285,144.32145810690756
EK202310150279,144.37922570371418
EK202310186491,115.05804951847566
EK202310197932,147.19444868372278
EK202310120172,141.96441298830118
EK202310216664,152.46985757081166
EK202320006884,173.8741621532228
EK202310178918,147.09760817154555
EK202310144935,140.09881207285576
EK202310141510,140.60092898665312
EK202310216762,138.373715553324
EK202310106406,123.97095499787414
EK202310111996,112.12614731949903
EK202310208681,153.38155490892092
EK202310226247,138.02569949893154
EK202310113253,162.10046928103387
EK202310122999,140.5164176083631
EK202310155079,162.33177065110578
EK202310160222,143.67051956719914
EK202310210742,138.53190684627248
EK202310156801,140.4530825317807
EK202310159360,147.40502863885612
EK202310180024,132.06948251917035
EK202310213928,138.9875816547593
EK202310152334,133.45804411559936
EK202310245937,132.60107992292063
EK202310164808,196.16969109081285
EK202310146870,141.32209418950413
EK202310163950,146.53788650138907
EK202310195716,143.76403739461122
EK202310150305,152.1442263800529
EK202310229713,120.81499905815144
EK202310188916,151.70115792971222
EK202310121395,138.24462690715504
EK202310160376,143.4490882295774
EK202310244651,143.62409975304442
EK202310150169,139.3475370939493
EK202310110958,146.85193091094908
EK202310143966,142.69552846071525
EK202310221741,154.86786349060642
EK202310187012,155.0854725965724
EK202310193822,196.39616219678655
EK202310172094,144.60119734147807
EK202310178633,143.13311942752216
EK202310117674,135.80106064859987
EK202310133805,140.81809541353132
EK202310180948,165.97642091946213
EK202310203849,142.27046840199816
EK202310149491,170.09237240815924
EK202310216830,162.94400698232977
EK202310229432,139.12236030272624
EK202310109652,145.61098992865828
EK202310181925,165.7965292036219
EK202310196245,132.12661931269133
EK202310248098,135.5376712929546
EK202310183221,162.47510434397205
EK202310196195,163.3609171004204
EK202310197137,138.55257846215997
EK202310110247,152.20001686355099
EK202310144126,143.1444994465572
EK202310156911,162.0339936614102
EK202310224215,132.58772426513914
EK202310236337,135.18119459521387
EK202310188431,145.85727177029975
EK202310137114,163.27249223788073
EK202310115030,144.9042778021663
EK202310117460,117.20366263300022
EK202310162361,138.0860389940109
EK202310130281,167.8339941905361
EK202310148428,165.51964511425723
EK202310163311,149.91521374640925
EK202310145526,134.67329932405875
EK202310235374,125.60797993934463
EK202310156223,136.61222463930767
EK202310151269,144.22310844096518
EK202310150741,145.66761142293223
EK202310225372,153.37943444847116
EK202310133344,138.8398676455041
EK202310127071,123.88824787111233
EK202310152237,147.59391172005687
EK202310244229,145.4709543131236
EK202310167190,144.40440024111524
EK202310154488,155.60556534214138
EK202310211108,137.8191580495145
EK202310114416,162.6087510604679
EK202310222978,166.66820530827056
EK202310187337,160.37246827867844
EK202310195712,166.6483128716402
EK202310176238,153.7761595764402
EK202310204719,161.0415378153152
EK202310184298,136.07427440091593
EK202310215525,151.01463127909867
EK202310154861,126.91049235536758
EK202310200739,125.22853048326897
EK202310242424,129.45637981446475
EK202310247300,128.5038528721443
EK202310116475,142.80473101217754
EK202310225458,132.7764281146956
EK202310126918,133.83398626675427
EK202310185579,127.43636057692515
EK202310241455,143.91129093525882
EK202310209465,137.5783224874779
EK202310142842,148.85826693614345
EK202310185122,151.24254938148965
EK202310223530,140.62315025419895
EK202310188514,143.74385428881476
EK202310171731,146.0174001788932
EK202310130376,158.5757274216378
EK202310222189,132.84771010755023
EK202310106430,147.28958209033885
EK202310127369,143.0391944789346
EK202310236443,126.5083124694229
EK202310182405,148.84564962206383
EK202310210187,124.4851367386246
EK202310116888,144.1943541573687
EK202310173132,152.6204212240294
EK202310108743,142.4478695045867
EK202310125006,133.1022181968755
EK202310213574,142.20012332211567
EK202310165356,133.29009794346783
EK202310149418,140.29344277722473
EK202310198882,118.01487190147672
EK202310231320,146.93374808938827
EK202310205653,134.32059731256024
EK202310198599,132.73168472239453
EK202310199963,125.95312246609228
EK202310173699,127.43285898137086
EK202310245726,134.73202700399523
EK202320006040,170.877888923147
EK202310154743,143.24734296733928
EK202310188160,138.77132714212289
EK202310214367,177.11446044312493
EK202310103702,119.55501193428469
EK202310127965,149.5840570891455
EK202310203245,156.37763066781702
EK202310139888,141.89337260615747
EK202310108972,151.14226462438603
EK202310004612,121.63524295470937
EK202310143552,152.56986799353936
EK202310120024,142.23513364701842
EK202310221518,134.50005675646963
EK202310180966,156.38067103266323
EK202310193489,144.05280022732939
EK202310117005,144.3078813471969
EK202310213271,151.2839619786772
EK202310120394,129.3605323339144
EK202310183259,131.09884880115436
EK202310125697,158.20445801375354
EK202310110553,137.47931393640073
EK202310150138,147.3671906260984
EK202310169349,133.60629823763728
EK202310224959,150.71205876251113
EK202310003872,146.56652324345077
EK202310189922,165.47153064977658
EK202310196746,157.941606428787
EK202310189397,137.57786738091883
EK202310154076,171.0519047453674
EK202310003409,127.82603819260125
EK202310132461,143.12632058707152
EK202310114430,135.69489859388514
EK202310207939,136.81734801931188
EK202310219274,120.62059322301232
EK202310226342,156.43291129510695
EK202310127397,137.14859047598358
EK202310237125,139.02501380344953
EK202310214068,163.54734154187454
EK202310184942,146.3117819864495
EK202310113334,119.45030618224564
EK202310121808,136.8826962153772
EK202310134472,138.64768715682922
EK202310213189,130.253087431913
EK202310200986,137.60334212213402
EK202310183319,156.77882531220013
EK202310138451,134.1276321159948
EK202310134480,129.65134110651252
EK202310248001,140.20264147207712
EK202310215511,135.71732735029997
EK202310148692,164.1813941374808
EK202310003356,137.60689664730438
EK202310186363,126.20291936435427
EK202310117649,131.51474108176643
EK202310107222,111.77503121426948
EK202310140103,133.55062737884077
EK202310162055,183.4795514243212
EK202310160543,148.67961865550689
EK202310104526,123.1265436397744
EK202310111072,147.34725940126276
EK202310144115,144.9192438609482
EK202310227753,165.41473356945346
EK202310168401,164.08736682329155
EK202310225278,144.89709891226718
EK202310121727,131.52220295495556
EK202310209068,160.9989646940241
EK202310117324,155.07812224902435
EK202310119649,142.9740518350439
EK202310154151,137.66148813594887
EK202310235668,142.79026336570334
EK202310197052,142.0515113139618
EK202310133218,144.36128146772657
EK202310228623,131.74071278823348
EK202310236771,124.65546880028599
EK202320007756,132.4632932733021
EK202310123680,136.38197845916088
EK202310153796,148.71596818998586
EK202310184256,169.53290732646053
EK202310189360,167.17049803220613
EK202310169170,153.0104505059877
EK202310238568,159.36892565285598
EK202310147463,152.81456419445342
EK202310246348,131.71990841223106
EK202310146645,133.9825653648504
EK202310112043,111.40692355052823
EK202310126693,139.1849575717457
EK202310105633,130.33998003463134
EK202310108187,143.56863757180858
EK202310142659,139.27273057431862
EK202310154109,156.7879994238272
EK202310187961,159.61325053933825
EK202310138151,129.04357688224366
EK202310145768,125.11330739553124
EK202310204437,133.15507073329354
EK202310234444,137.3676847122026
EK202310146920,132.4305953199418
EK202310191972,155.61787886900422
EK202310135664,146.64257760726
EK202310136647,157.21222545021118
EK202310149136,142.36238830678553
EK202310004755,130.39904492514745
EK202310003806,135.49679215264035
EK202320005862,149.9141208267661
EK202310238222,127.30921255570132
EK202310165638,145.0599521301514
EK202310195278,149.07779010030208
EK202310191050,143.99756212869164
EK202310165081,165.09867412792812
EK202310141108,137.71622759370047
EK202310225501,141.1971054845524
EK202310190006,162.2083027568179
EK202310232901,171.89674887470198
EK202310183145,141.08690199159375
EK202310133834,156.34276776450739
EK202310111865,133.59494048100575
EK202310233162,137.14146477190081
EK202310144096,133.69695924390393
EK202310241460,150.07985553824835
EK202310148061,143.2102680061356
EK202310123096,133.91439282925396
EK202310168745,127.1109767106831
EK202310232533,137.1130313356244
EK202310238139,149.03425047561046
EK202310107671,138.79542509483258
EK202310003635,140.22151287877938
EK202310160939,134.20521888885455
EK202310165138,160.27205286817698
EK202310177363,174.43263702318654
EK202310140380,150.45790117515426
EK202310127640,147.54900559545317
EK202310145483,147.49842857475087
EK202310144142,134.48587953318804
EK202310182466,154.23399190714193
EK202310134774,138.31652865147373
EK202310239504,141.83934609769528
EK202310179694,121.17929007001558
EK202310105818,138.90139857767474
EK202310206801,142.2580571070025
EK202310133427,137.25132983536736
EK202310172349,129.6746136158455
EK202310144166,133.89821051292398
EK202310118960,137.6438578353999
EK202310199115,156.42066354843922
EK202310213777,154.01892803307896
EK202310232118,133.59095828155364
EK202310204757,139.13525270189123
EK202310241858,126.59700027643073
EK202310204589,155.85886573602386
EK202310224131,145.40499079364372
EK202310160384,158.3575309770629
EK202310158733,151.05655542052554
EK202310139320,128.36519653242948
EK202310186373,141.342511304236
EK202310207408,143.5680356969352
